"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Has_Cabin","Fare_capped","Age_norm","Fare_norm","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S"
1,"3","female",27,0,1,12.475,"S",1,12.475,0.334003518471978,0.0500991501336793,0,0,0,1
0,"3","male",2,4,1,39.6875,"S",0,39.6875,0.0198542347323448,0.159383568812056,1,0,0,1
0,"3","male",25,0,0,6.95,"Q",0,6.95,0.308871575772807,0.0279109493730718,1,0,1,0
0,"3","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.226885095480747,1,0,0,1
1,"2","male",1,0,2,37.0042,"C",0,37.0042,0.00728826338275949,0.148607532775687,1,1,0,0
1,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
1,"1","female",62,0,0,80,"S",1,80,0.773812515707464,0.321277115085719,0,0,0,1
1,"3","female",15,1,0,14.4542,"C",0,14.4542,0.183211862276954,0.0580475459609,0,1,0,0
1,"2","male",0.83,1,1,18.75,"S",0,18.75,0.00515204825332998,0.0752993238482154,1,0,0,1
0,"3","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.029032206504721,1,1,0,0
0,"3","male",23,0,0,7.8542,"S",0,7.8542,0.283739633073637,0.0315421839663282,1,0,0,1
0,"3","male",18,0,0,8.3,"S",0,8.3,0.22090977632571,0.0333325006901434,1,0,0,1
1,"1","female",39,1,1,83.1583,"C",1,83.1583,0.484795174667002,0.333960733992909,0,1,0,0
0,"3","male",21,0,0,8.6625,"S",0,8.6625,0.258607690374466,0.0347882876178755,1,0,0,1
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
1,"3","male",32,0,0,56.4958,"S",0,56.4958,0.396833375219904,0.226885095480747,1,0,0,1
1,"1","male",40,0,0,29.7,"C",1,29.7,0.497361146016587,0.119274128975573,1,1,0,0
0,"3","male",20,0,0,7.925,"S",0,7.925,0.246041719024881,0.0318265142131791,1,0,0,1
0,"2","male",16,0,0,10.5,"S",0,10.5,0.195777833626539,0.0421676213550006,1,0,0,1
1,"1","female",30,0,0,31,"C",0,31,0.371701432520734,0.124494882095716,0,1,0,0
0,"3","male",34.5,0,0,6.4375,"C",0,6.4375,0.428248303593868,0.025852767854554,1,1,0,0
0,"3","male",17,0,0,8.6625,"S",0,8.6625,0.208343804976125,0.0347882876178755,1,0,0,1
0,"3","male",42,0,0,7.55,"S",0,7.55,0.522493088715758,0.0303205277362147,1,0,0,1
0,"3","male",25,8,2,69.55,"S",0,69.55,0.308871575772807,0.279310291927647,1,0,0,1
0,"3","male",35,0,0,7.8958,"C",0,7.8958,0.43453128926866,0.0317092480661728,1,1,0,0
0,"2","male",28,0,1,33,"S",0,33,0.346569489821563,0.132526809972859,1,0,0,1
1,"1","female",35,1,0,89.1042,"C",1,89.1042,0.43453128926866,0.357839253975262,0,1,0,0
0,"3","male",4,4,2,31.275,"S",0,31.275,0.0449861774315155,0.125599272178823,1,0,0,1
0,"3","male",74,0,0,7.775,"S",0,7.775,0.924604171902488,0.0312241196223933,1,0,0,1
0,"3","female",9,1,1,15.2458,"C",0,15.2458,0.107816034179442,0.0612265830146732,0,1,0,0
1,"1","female",16,0,1,39.4,"S",1,39.4,0.195777833626539,0.158228979179717,0,0,0,1
0,"2","female",44,1,0,26,"S",0,26,0.547625031414928,0.104415062402859,0,0,0,1
1,"3","female",18,0,1,9.35,"S",0,9.35,0.22090977632571,0.0375492628256434,0,0,0,1
1,"1","female",45,1,1,164.8667,"S",0,164.8667,0.560191002764514,0.662098721871284,0,0,0,1
1,"1","male",51,0,0,26.55,"S",1,26.55,0.635586830862026,0.106623842569073,1,0,0,1
1,"3","female",24,0,3,19.2583,"C",0,19.2583,0.296305604423222,0.0773406383181913,0,1,0,0
0,"3","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.029032206504721,1,1,0,0
0,"3","male",41,2,0,14.1083,"S",0,14.1083,0.509927117366172,0.0566584240345481,1,0,0,1
0,"2","male",21,1,0,11.5,"S",0,11.5,0.258607690374466,0.0461835852935721,1,0,0,1
1,"1","female",48,0,0,25.9292,"S",1,25.9292,0.59788891681327,0.104130732156008,0,0,0,1
0,"3","female",21.5,8,2,69.55,"S",0,69.55,0.264890676049259,0.279310291927647,0,0,0,1
0,"2","male",24,0,0,13,"S",0,13,0.296305604423222,0.0522075312014294,1,0,0,1
1,"2","female",42,0,0,13,"S",0,13,0.522493088715758,0.0522075312014294,0,0,0,1
1,"2","female",27,1,0,13.8583,"C",0,13.8583,0.334003518471978,0.0556544330499053,0,1,0,0
0,"1","male",31,0,0,50.4958,"S",1,50.4958,0.384267403870319,0.202789311849318,1,0,0,1
0,"3","male",25,0,0,9.5,"S",0,9.5,0.308871575772807,0.0381516574164291,1,0,0,1
1,"3","male",4,1,1,11.1333,"S",0,11.1333,0.0449861774315155,0.044710931317298,1,0,0,1
0,"3","male",26,0,0,7.8958,"S",0,7.8958,0.321437547122393,0.0317092480661728,1,0,0,1
1,"1","female",47,1,1,52.5542,"S",1,52.5542,0.585322945463684,0.211055772020474,0,0,0,1
0,"1","male",33,0,0,5,"S",1,5,0.40939934656949,0.0200798196928574,1,0,0,1
0,"3","male",47,0,0,9,"S",0,9,0.585322945463684,0.0361436754471434,1,0,0,1
1,"2","female",28,1,0,24,"C",0,24,0.346569489821563,0.0963831345257157,0,1,0,0
1,"3","female",15,0,0,7.225,"C",0,7.225,0.183211862276954,0.029015339456179,0,1,0,0
0,"3","male",20,0,0,9.8458,"S",0,9.8458,0.246041719024881,0.0395403777463872,1,0,0,1
0,"3","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.0317092480661728,1,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
1,"1","female",56,0,1,83.1583,"C",1,83.1583,0.698416687609952,0.333960733992909,0,1,0,0
1,"2","female",25,0,1,26,"S",0,26,0.308871575772807,0.104415062402859,0,0,0,1
0,"3","male",33,0,0,7.8958,"S",0,7.8958,0.40939934656949,0.0317092480661728,1,0,0,1
0,"3","female",22,0,0,10.5167,"S",0,10.5167,0.271173661724051,0.0422346879527748,0,0,0,1
0,"2","male",28,0,0,10.5,"S",0,10.5,0.346569489821563,0.0421676213550006,1,0,0,1
0,"3","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.028312545766929,1,0,0,1
0,"3","female",39,0,5,29.125,"Q",0,29.125,0.484795174667002,0.116964949710895,0,0,1,0
0,"2","male",27,0,0,13,"S",0,13,0.334003518471978,0.0522075312014294,1,0,0,1
1,"1","female",19,0,0,30,"S",1,30,0.233475747675295,0.120478918157145,0,0,0,1
0,"3","female",21.5,1,2,23.45,"S",0,23.45,0.264890676049259,0.0941743543595014,0,0,0,1
1,"1","male",26,0,0,30,"C",1,30,0.321437547122393,0.120478918157145,1,1,0,0
0,"3","male",32,0,0,7.75,"Q",0,7.75,0.396833375219904,0.031123720523929,1,0,1,0
